image_id_ext,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,target,pred_meta
15608640002,0.009923762,0.004659384,0.030823149,0.0195042,0.02107751,0.016805308,0.006207693,0.012063578,0.0023929416,0.0020688993,0.53458834,0.005878933,0.0041961893,0.0040743956,0.0037521957,0.010395821,0.004686551,0.16923687,0.103417665,0.034246575,10,10
15642543962,0.006986753,0.013221912,0.503382,0.11175586,0.23692521,0.016769689,0.020225592,0.006204337,0.0021058314,0.0029136536,0.0061169206,0.0013112245,0.0014522616,0.002399778,0.0029483875,0.0015494506,0.007728855,0.019722879,0.033504605,0.0027747902,2,2
15731983462,0.0014929827,0.000688882,0.00046782597,0.0016514743,0.0031909791,0.0010116566,0.0017125368,0.00057890563,0.00029813868,0.00029376463,0.0005273816,0.0003863314,0.0005185697,0.00022042105,0.0006083623,0.0015350268,0.0018499905,0.0021399292,0.004726411,0.9761004,19,19
15764266399,0.07098988,0.2785198,0.12320182,0.022390887,0.0060905376,0.11686802,0.009574786,0.0053476403,0.0029080384,0.0022367835,0.014403356,0.005564618,0.008204877,0.0046027037,0.013709168,0.0132663585,0.021126624,0.107288666,0.16431957,0.009385843,2,1
15775961882,0.0009387786,0.0017690307,0.0010484466,0.00096062035,0.0004969392,0.00097291375,0.0014019817,0.0019883304,0.0006426547,0.0007456591,0.00081221515,0.00054371275,0.00079767115,0.0046254713,0.97860634,0.0004538134,0.0010444615,0.0006996249,0.0010408398,0.00041048412,14,14
15788762160,0.0010654003,0.0028355385,0.0018917324,0.00167778,0.00086345064,0.0023399093,0.0020485027,0.004639715,0.0012202202,0.0011962146,0.0016056582,0.0017641644,0.0010509677,0.0050833095,0.95891726,0.0013493714,0.0031758428,0.0042031766,0.0019829567,0.0010888925,14,14
15797097513,0.001960075,0.0019924608,0.003077205,0.0016163116,0.003198015,0.00074048527,0.0011869312,0.8347968,0.0058268877,0.11001398,0.003543976,0.008507657,0.0008884181,0.0008830889,0.0010598376,0.0014791773,0.0028123138,0.012517093,0.0025026042,0.0013967018,7,7
15807010147,0.008560524,0.005759029,0.00446931,0.0022463943,0.0037920903,0.0024085487,0.00458942,0.008073637,0.0065513914,0.0025104536,0.0067399265,0.004875041,0.0017115552,0.011514243,0.64787734,0.0065875174,0.24330467,0.012975186,0.0073843445,0.008069415,16,14
15818157151,0.0022599709,0.0012858124,0.0012293197,0.0025309888,0.003058891,0.0019314791,0.0023188004,0.008747693,0.007097728,0.0021467612,0.015429076,0.01081817,0.027385605,0.0050437767,0.005719321,0.029994255,0.8007936,0.008785641,0.024434866,0.038988225,19,16
15831196965,0.005778066,0.0024675464,0.0041647176,0.00459071,0.0041291234,0.0030521601,0.0034383517,0.017681228,0.44085342,0.45981473,0.005675846,0.0066497996,0.005747379,0.0033914475,0.0059830006,0.004251927,0.003253998,0.0055654636,0.004960346,0.008550766,8,8
15861520528,0.0041291933,0.0030254098,0.006229108,0.0048879553,0.042283535,0.0014253065,0.0030948918,0.014084977,0.0030870163,0.0026888624,0.5849517,0.021611243,0.004981248,0.0043693273,0.009483567,0.106510706,0.02185534,0.13004637,0.028648768,0.0026054746,17,10
15970536217,0.6964159,0.052181456,0.0031634178,0.003789022,0.0029155524,0.0017120553,0.002474205,0.0059541753,0.007987258,0.0018731629,0.007840963,0.0117359385,0.0017912567,0.0028123173,0.0031865463,0.0019026676,0.005025806,0.15781623,0.02296717,0.0064549264,0,0
15973180327,0.0028643792,0.5396428,0.16423589,0.12933832,0.0042209676,0.003974251,0.016911682,0.003228996,0.0015190347,0.004340878,0.0032901897,0.0054578693,0.0010858787,0.0036920519,0.0067039216,0.0032044963,0.09397391,0.0028412107,0.0059969984,0.003476277,16,1
15998765367,0.003137513,0.0009301058,0.002551928,0.0043053003,0.0012844,0.0015970094,0.0020861393,0.0032333778,0.9087597,0.026084423,0.0027345223,0.0028144908,0.0024882723,0.0026673742,0.0045503364,0.0030868384,0.011584345,0.008037193,0.0039113485,0.0041554137,8,8
16022478137,0.009595172,0.003526864,0.0015177173,0.004110702,0.0097151585,0.005007893,0.004493228,0.083692566,0.0037535937,0.022490308,0.015322446,0.0055047954,0.6539304,0.009617236,0.0045961756,0.041670088,0.029165283,0.037843075,0.029020831,0.025426462,12,12
16027242203,0.0034498796,0.0011159262,0.0052214633,0.0028241165,0.0015824506,0.0011139184,0.0012801447,0.0032246625,0.0010364249,0.0016947964,0.8119767,0.01139922,0.001398893,0.00055696204,0.0046564043,0.13220312,0.0021098251,0.004688613,0.0070867273,0.001379781,10,10
15322428712,0.00062038517,0.001079211,0.0003844166,0.00030655268,0.0011741674,0.0004646214,0.00060723675,0.00078372774,0.00095604686,0.0005154484,0.0015397879,0.0009780376,0.0009479522,0.002463237,0.97128916,0.0016778276,0.008307282,0.0040909653,0.0010907282,0.00072325586,14,14
15357483221,0.0061754277,0.020173475,0.06562826,0.17811882,0.3636165,0.01365858,0.037012313,0.0059653353,0.004554056,0.0041399957,0.009537518,0.0024798673,0.0028337825,0.003162946,0.005673864,0.0055505587,0.047934443,0.07456145,0.12321073,0.02601208,3,4
15359473521,0.00088846334,0.0007116331,0.052625228,0.0020966956,0.9195705,0.0006380251,0.0040660296,0.0026887883,0.00049847865,0.0010598802,0.00072127604,0.00030329108,0.00032550876,0.0006919353,0.0006039498,0.0007663991,0.0018983813,0.0026956047,0.005742401,0.0014075234,4,4
15371044252,0.004163391,0.0011655138,0.0012555255,0.0048672375,0.0069295475,0.0017503782,0.004213207,0.002461234,0.0008736305,0.00094360777,0.0066783605,0.0029227699,0.003351094,0.001251144,0.011407499,0.58860433,0.022322511,0.00879925,0.005398494,0.32064122,15,15
15419063406,0.0027128512,0.0016312266,0.0037930985,0.0045300433,0.0034228372,0.0034130942,0.0019679933,0.0043023163,0.0033510565,0.001032585,0.0020676532,0.003685758,0.0068211635,0.7785899,0.017997272,0.009092767,0.11305229,0.031301707,0.0023363885,0.0048979763,13,13
15427746441,0.0055002207,0.0041815713,0.0044758106,0.0032332623,0.0032648214,0.0023785427,0.0016753611,0.3529497,0.014787786,0.5597647,0.0032945275,0.005608354,0.0050083906,0.0033140995,0.004337708,0.00559864,0.0064382046,0.010330454,0.0016919073,0.0021659567,9,9
15435802344,0.0021704193,0.00058525294,0.01793424,0.0037395325,0.005884351,0.002016752,0.92625844,0.003927823,0.0014798725,0.0026930813,0.0008253028,0.002217664,0.0007289815,0.0009986059,0.0011483293,0.0022538912,0.0018368966,0.011230467,0.01080969,0.001260348,6,6
15440595225,0.0019836766,0.033255063,0.06273665,0.423295,0.024342733,0.009786515,0.020539295,0.0030850177,0.0051916195,0.0024544129,0.042275302,0.009317877,0.0066614537,0.0050915307,0.010085657,0.018704804,0.034956947,0.17213885,0.08883622,0.025261404,18,3
15460714008,0.0012501762,0.013816895,0.5126276,0.21873386,0.13787751,0.0045815334,0.07061237,0.0037214183,0.0009046807,0.002738705,0.003925899,0.0010682119,0.00040848518,0.001019102,0.0015242378,0.0013054295,0.0027439415,0.011470586,0.008548787,0.0011205219,2,2
15464055284,0.005425888,0.0028547673,0.0032445812,0.002295804,0.0019407502,0.0011566116,0.0016835219,0.031184502,0.11577877,0.80766374,0.0025030233,0.005036874,0.0021671487,0.0019803601,0.0023544733,0.0031725143,0.0018510232,0.0022689032,0.0018348792,0.0036018132,9,9
15484348488,0.0040147956,0.0020939496,0.00222207,0.003366899,0.0019410129,0.0018110165,0.0025044847,0.0015872454,0.8384251,0.10401234,0.0045052646,0.0037916952,0.003376586,0.0029215638,0.0046428274,0.0021257321,0.0033408273,0.003459256,0.005183573,0.004673765,8,8
15494418544,0.7074133,0.25341398,0.009678609,0.0014032096,0.0011803696,0.001713458,0.0016510203,0.0014459906,0.0023241933,0.0023312306,0.0024324758,0.0017798222,0.00039752515,0.0013385186,0.0018905586,0.00083008886,0.001343066,0.003873128,0.0030560303,0.0005033993,1,0
15570852029,0.0024312637,0.0019054646,0.22802654,0.010078462,0.67441285,0.0030775159,0.0495141,0.0037907297,0.0013726054,0.0027274564,0.0022954396,0.00075210433,0.0013861912,0.00092836143,0.001463711,0.0017776205,0.005049172,0.0009039698,0.0067533473,0.0013530026,4,4
15577868548,0.0019563762,0.02384408,0.723232,0.051774547,0.12117465,0.00480619,0.033886336,0.0023583581,0.0010667357,0.001575594,0.0034130928,0.0013832989,0.00036727157,0.0006865243,0.0016399617,0.000864471,0.0026027057,0.0025329948,0.019402552,0.0014322649,2,2
15585923985,0.01852529,0.0027221055,0.04158292,0.02896193,0.04445732,0.006255654,0.045104917,0.0070790565,0.0021332605,0.0036944463,0.07213133,0.023641735,0.0060608047,0.008493258,0.0034501008,0.003919215,0.005579216,0.05915647,0.5951798,0.021871246,18,18
15598900990,0.004729787,0.014225259,0.18087591,0.056774184,0.016411224,0.0064505115,0.017304529,0.004737013,0.0010151623,0.0041315807,0.54964364,0.0131995585,0.0021804771,0.001086361,0.0051524946,0.011436715,0.0063303625,0.014914778,0.085494965,0.0039054386,10,10
15608131359,0.88784575,0.017292019,0.0013146872,0.00045562116,0.0006916174,0.0013618856,0.00066629983,0.0053170426,0.00692841,0.0011934777,0.0013303863,0.0036759833,0.000825273,0.0012638494,0.0014093656,0.001239816,0.0021670833,0.061165392,0.0031096716,0.00074642577,0,0
15633720871,0.005856411,0.0031793923,0.0059976466,0.005897549,0.012511063,0.0023935535,0.008805307,0.06374859,0.12484565,0.09933829,0.1615117,0.023609607,0.011693885,0.0038980362,0.0069650263,0.13839701,0.1525004,0.011880272,0.08161259,0.07535808,8,18
15647301811,0.01447881,0.011296995,0.094107255,0.032214742,0.015980683,0.049060144,0.10208845,0.0073567186,0.0078441985,0.0035649375,0.38098848,0.056303076,0.003680309,0.0032354023,0.01589223,0.017790345,0.005030192,0.07124575,0.065621406,0.042219892,10,10
15718525535,0.0054713306,0.00065448985,0.0011152336,0.002080185,0.005222964,0.0010326738,0.0014235072,0.043440416,0.00613003,0.003095389,0.010996544,0.02136612,0.007113781,0.0025247373,0.0016670031,0.009568718,0.046378046,0.80014527,0.02279656,0.0077770054,16,17
15727475323,0.001901974,0.000732107,0.0016592777,0.0015192558,0.0015343055,0.0009576997,0.0015385766,0.001474306,0.9306477,0.011055213,0.0022388774,0.003393754,0.0012256311,0.0016347454,0.0038895584,0.0012718665,0.014523281,0.012300931,0.0041439347,0.002357063,8,8
15775182884,0.0015569611,0.0012200975,0.0021079674,0.0011258125,0.001597929,0.0012486894,0.0013801656,0.7543677,0.0063817333,0.20242879,0.0011541541,0.0033114434,0.001575531,0.0016497594,0.00081068743,0.0022783861,0.005017617,0.007146495,0.0016580442,0.0019819636,7,7
15803561203,0.00067124993,0.00047642752,0.0010885148,0.00046667247,0.0011949317,0.00073921576,0.0005784908,0.91747826,0.0020423892,0.050934695,0.0011135133,0.001689098,0.0015738839,0.00085524935,0.0007233838,0.0019770572,0.0054390156,0.008205152,0.001500061,0.00125274,7,7
15808235249,0.006910395,0.0031773432,0.0006885135,0.00720197,0.016094245,0.0060443217,0.0014818037,0.010135156,0.002170379,0.0016648596,0.0176259,0.0059350054,0.02817442,0.26272282,0.015580518,0.014475809,0.04381523,0.42163828,0.12133749,0.013125579,13,17
15877561578,0.0025897874,0.0012641209,0.0015510909,0.0035356611,0.0016019347,0.0013548172,0.0023696064,0.002235558,0.89124906,0.05972777,0.003313947,0.0036694566,0.0022982752,0.0018789399,0.0029805019,0.0014351595,0.0051751663,0.0030844146,0.0043837964,0.0043009133,8,8
15883808459,0.0015966129,0.0006439835,0.00058765867,0.0020342853,0.0024243393,0.0009596322,0.00096709013,0.004048991,0.002383132,0.00043993726,0.018271348,0.0037595,0.0013324176,0.0032998398,0.013804826,0.24611649,0.3271858,0.356247,0.01074972,0.0031473525,17,16
15889050002,0.010509444,0.0030327272,0.014218307,0.010744862,0.016082527,0.002022392,0.0018781896,0.008369667,0.002299468,0.0028699352,0.803635,0.004238836,0.0032163165,0.0017624877,0.0028901221,0.004021565,0.008217176,0.01762465,0.070912674,0.011453675,10,10
15924279145,0.0014099469,0.00072011416,0.0020758389,0.0020255228,0.0040986994,0.00089361187,0.00091430516,0.0027971799,0.0008010777,0.0013817684,0.21733269,0.0018437323,0.00048995885,0.00062418915,0.0022159477,0.73151684,0.004571371,0.008628513,0.009416972,0.006241685,15,15
15982855964,0.0019073925,0.0022826889,0.0027976958,0.002151474,0.0024309303,0.0012169171,0.0024786408,0.3040236,0.0072425017,0.645607,0.0035903333,0.0032292572,0.0027988683,0.0017580707,0.002241047,0.0021321208,0.0023297854,0.0036790362,0.0021068458,0.0039957743,9,9
16007238611,0.0025006337,0.04228436,0.19661696,0.32522961,0.06272779,0.0023096038,0.04701606,0.005807581,0.0019555606,0.00926549,0.17405468,0.0084401,0.002794018,0.0014443294,0.0062783756,0.033671103,0.008205311,0.012044527,0.051566653,0.0057871966,3,3
15310532596,0.005424954,0.0005598975,0.035441346,0.0023103044,0.8071259,0.0031510275,0.047038928,0.018338325,0.002846381,0.0048579727,0.0016084451,0.0012897241,0.0011122711,0.0014771299,0.002221758,0.0049354946,0.009670566,0.011913933,0.033846505,0.004829017,4,4
15342485446,0.0049172733,0.024863968,0.099532895,0.28689012,0.05303472,0.013023507,0.10917746,0.0061460473,0.004717055,0.0040352014,0.009124112,0.0030869786,0.0026048298,0.0045454297,0.006239178,0.006548944,0.012977949,0.19875664,0.143155,0.0066227,18,3
15351001905,0.0010953592,0.00028487312,0.000761181,0.00090929994,0.0017421187,0.00032430125,0.0004464088,0.0027062027,0.00036378292,0.00048186103,0.92956764,0.0024053394,0.0002744576,0.00035748482,0.00084040314,0.030326404,0.000807542,0.0089330785,0.0147595275,0.0026127738,10,10
15358647025,0.002469033,0.0011435216,0.0010073578,0.0039128195,0.008555687,0.001360449,0.0012627715,0.0047952076,0.0015226172,0.00040175352,0.0044754865,0.0031994302,0.0012658656,0.0014905464,0.0030716658,0.010815461,0.04203742,0.89664674,0.006045305,0.004520867,17,17
15369681334,0.004575192,0.001984303,0.005474263,0.006705858,0.007013213,0.0035423075,0.003520768,0.048737034,0.47263515,0.18110627,0.13969676,0.0184621,0.0070335967,0.003557997,0.010358571,0.02329683,0.007751606,0.024796668,0.02146059,0.008290901,18,8
15448036591,0.0009820397,0.0002601893,0.00018461196,0.00016192606,0.0003797097,0.00031306714,0.00020486093,0.00053827814,0.00047746018,7.8816105e-05,0.00021816077,0.0015474001,0.00010355035,0.0003207353,0.0005902086,0.0003068478,0.0075367475,0.98466796,0.00086819904,0.00025920352,17,17
15463688503,0.01634105,0.024766233,0.22429493,0.019888941,0.035462506,0.0126877315,0.54284084,0.0035607219,0.002190075,0.0031156992,0.0064947475,0.012455557,0.0013363211,0.002397787,0.012537047,0.0042582415,0.021598889,0.0069254516,0.034158364,0.012688909,6,6
15478362700,0.32171845,0.049504787,0.009166559,0.009345025,0.012464657,0.004332553,0.0066382335,0.0056945733,0.0039500813,0.0054787993,0.012179811,0.0056387996,0.0063475943,0.007491372,0.00362093,0.007403808,0.007297128,0.15731046,0.22735316,0.13706324,0,0
15484441092,0.025199253,0.94955456,0.0047210427,0.0040792273,0.0005729882,0.0007387464,0.0005953399,0.0008726452,0.00080651476,0.00063677726,0.00070903427,0.0006223109,0.0001756822,0.00101979,0.00085932505,0.00028657273,0.00211783,0.0051268525,0.0009300772,0.000375399,0,1
15490130870,0.0021314211,0.0043254583,0.12265205,0.010765206,0.01268547,0.0032086223,0.8237429,0.0018171635,0.001249305,0.001699449,0.0007481484,0.0010740358,0.00026152172,0.000924358,0.0012976963,0.0006181842,0.0010621666,0.0029214171,0.005900492,0.00091487606,6,6
15496443624,0.012671478,0.003670792,0.016761845,0.023038527,0.048493158,0.015083926,0.045454606,0.012251167,0.0029937227,0.0046450966,0.024385791,0.0047450685,0.003146117,0.0020103601,0.0042067785,0.0065358193,0.016756684,0.07853806,0.5170461,0.15756494,2,18
15514245105,0.0026715891,0.036623795,0.018880488,0.3973192,0.039013173,0.002900186,0.005642008,0.006256171,0.0026512193,0.0037961625,0.06280417,0.0072401706,0.0014727858,0.003290272,0.016598433,0.016531628,0.022184031,0.28186268,0.06528133,0.0069804634,3,3
15515829053,0.0030957165,0.0029856944,0.002836009,0.0023760996,0.0015036573,0.001913697,0.0026600126,0.0050696954,0.17829676,0.7689874,0.002635361,0.002868582,0.0032621901,0.00320185,0.0051051048,0.0018680948,0.0035921715,0.0015220247,0.0032843722,0.0029354587,9,9
15711541600,0.0024192268,0.07343326,0.0847989,0.6686386,0.021118313,0.0038534342,0.016766857,0.0017804401,0.0015311621,0.0024014725,0.003577581,0.0017353545,0.0005819154,0.0022489838,0.0034790686,0.0018363816,0.00869357,0.014089456,0.030331621,0.05668448,3,3
15712969396,0.0018845317,0.032512702,0.075685225,0.76893175,0.045063812,0.003393062,0.00967649,0.003659664,0.001746573,0.002277733,0.0022573024,0.0009294493,0.00070203416,0.0019607483,0.0027793953,0.0015521047,0.0037568437,0.02048128,0.017812625,0.0029367185,2,3
15715541852,0.003549288,0.002500156,0.0032945136,0.004160373,0.0031545786,0.0027701824,0.0036491428,0.002509836,0.81083584,0.124623254,0.0031602762,0.0034527886,0.0028958025,0.0038420355,0.0052884324,0.0024782151,0.003347299,0.004138876,0.005155393,0.005193726,8,8
15776005702,0.9728054,0.00996725,0.00086261117,0.00022934153,0.0005560201,0.00070960185,0.00027925542,0.0009991135,0.0020547232,0.0010623398,0.0005312073,0.0020902609,0.00037809834,0.0006209202,0.0007786346,0.0003314771,0.00094563357,0.0039197244,0.00055804907,0.0003204171,0,0
15837707034,0.0027161522,0.0020748074,0.0017881414,0.0029606842,0.005085095,0.0015723377,0.0025594246,0.0017156648,0.0016349794,0.001578316,0.0059985267,0.0034064972,0.0012504149,0.002247362,0.90239495,0.027980627,0.021847162,0.0054259035,0.0019747713,0.0037881779,14,14
15848859872,0.0021218813,0.0012169569,0.002006641,0.001561003,0.0029362123,0.0012423955,0.0010018364,0.85835284,0.004389176,0.058907203,0.016979598,0.0043473397,0.0033128064,0.0007333146,0.0014302057,0.0073726987,0.0020409143,0.023324564,0.004136688,0.0025857436,7,7
15905866256,0.0016254492,0.0026022515,0.0025169398,0.0016893217,0.0021559643,0.00084906456,0.00097609556,0.07012256,0.0097559765,0.88420665,0.0031275987,0.003063307,0.0023565749,0.0016865062,0.0017657266,0.002697105,0.0033179964,0.0018133436,0.0021740918,0.0014974689,9,9
15930883117,0.00928571,0.03994646,0.21015204,0.0047447635,0.004914398,0.67846155,0.009992647,0.0028855938,0.00070596184,0.0026742546,0.0017226441,0.0022031707,0.000656561,0.0012837204,0.0023882817,0.0020626993,0.005911883,0.0074872607,0.009305841,0.0032145106,2,5
15975192424,0.0136035355,0.35447347,0.35765868,0.06751825,0.049038976,0.0024829067,0.070992306,0.008040331,0.0041471412,0.0058376994,0.0051720496,0.0052273627,0.0005881427,0.0042229476,0.004208832,0.001951817,0.010515641,0.0133283455,0.018389534,0.002602024,1,2
15980848655,0.0010002133,0.12569228,0.08334832,0.67776334,0.011958997,0.00586355,0.008721961,0.003040747,0.0015325807,0.0039388314,0.010209715,0.0022414548,0.0009815878,0.0022094944,0.008016812,0.0037279404,0.02327401,0.009986289,0.013900403,0.0025914768,4,3
15981786519,0.003342322,0.0017420412,0.0026896098,0.0012832829,0.0019858328,0.0016442824,0.0017296865,0.8488298,0.002344061,0.10611932,0.0024578408,0.005577444,0.00264014,0.0009453808,0.00192569,0.0018117034,0.0025800746,0.008104471,0.0013319857,0.0009150518,7,7
15985849832,0.002223146,0.005343733,0.0076766578,0.004100684,0.0042702006,0.0014341956,0.0016179369,0.18647143,0.0058524394,0.7547871,0.0066581834,0.0018285398,0.0023084776,0.0015497761,0.0018949592,0.0016375824,0.002563271,0.0020993848,0.0029174217,0.0027649147,9,9
15995870878,0.0025771502,0.0012092293,0.14859581,0.0046100006,0.7776514,0.0024818322,0.0067751445,0.012218519,0.0016924774,0.0041017397,0.0025069022,0.0008055129,0.00071038585,0.0012818084,0.0010587497,0.0015222753,0.0017095803,0.0042408565,0.022781106,0.0014694976,4,4
16003572212,0.0018345484,0.04065723,0.05578712,0.46980333,0.058799963,0.0077386014,0.031112757,0.0051415684,0.00269445,0.0046261456,0.004087366,0.0025889478,0.0012630958,0.004039643,0.005300196,0.0038233781,0.012292057,0.25787547,0.027354255,0.0031798491,3,3
16017036239,0.0019294505,0.00019773282,0.0003036345,0.00042133185,0.0007389105,0.00024639053,0.00028251336,0.0012647872,0.000307212,0.0003510412,0.005113508,0.0008634137,0.0015224661,0.0003302372,0.0054199416,0.9723051,0.0033565606,0.0032747067,0.0009918266,0.00077914086,15,15
12734555563,0.0017037775,0.00093882997,0.00032053055,0.0022850654,0.002005403,0.0009420512,0.0014628863,0.0009517607,0.00046154193,0.00034884925,0.00204443,0.00059850817,0.0011704982,0.00031689415,0.00075611036,0.001535492,0.001917528,0.0037664673,0.012487982,0.9639854,19,19
13646267407,0.011517368,0.0016146535,0.0047668177,0.015185252,0.017700046,0.0015048448,0.004454524,0.0030487494,0.00097513746,0.0030799862,0.30191612,0.0043855617,0.0016897994,0.0016224252,0.0021556444,0.011876908,0.0044648396,0.032082994,0.28274226,0.29321608,19,18
13697502671,0.00044520118,0.0023370082,0.1143533,0.013060527,0.83375126,0.0014098464,0.006538988,0.0038671824,0.0008256031,0.000938737,0.0025287797,0.00043180335,0.00034860428,0.0007121559,0.0010782382,0.0014319973,0.003827849,0.006730888,0.004576982,0.0008050573,4,4
14171940094,0.00046593137,0.0027058579,0.00087690126,0.0017130964,0.00069117977,0.000842751,0.001403954,0.0029235252,0.0007535799,0.00060252973,0.00112415,0.0013530306,0.0014831489,0.002548189,0.96879995,0.0015438121,0.00628703,0.0019053227,0.0010107816,0.00096518063,14,14
14189396493,0.0019276955,0.0035113236,0.003042727,0.0015787322,0.001375804,0.0017380344,0.0019033814,0.0032173342,0.0016152125,0.0018231068,0.0015422096,0.0016377843,0.0019434958,0.029962197,0.93121195,0.0011683295,0.0041807727,0.00377227,0.0018551706,0.0009924518,14,14
14225204372,0.009247281,0.007768872,0.0739955,0.023524847,0.0518915,0.030708207,0.34426004,0.003502917,0.001727276,0.0042351834,0.0018047718,0.0024687639,0.0027577137,0.0046367217,0.0053371587,0.0057930835,0.025212198,0.03463347,0.34161347,0.024881093,18,6
14238401972,0.00043836344,0.0016791014,0.0018935213,0.006293888,0.0011183375,0.001981932,0.0008379554,0.0031811327,0.0005849682,0.00030971656,0.000887071,0.00056126545,0.0006901825,0.0043938095,0.010929129,0.0035352907,0.9350507,0.022940181,0.0020883728,0.0006050155,16,16
14282907603,0.0017234331,0.0009292198,0.00062992796,0.0033655404,0.0097159445,0.0009930035,0.0013703165,0.0025605145,0.0018529438,0.00029539614,0.0026491983,0.0028964775,0.00069512543,0.0009180252,0.0062881,0.009118997,0.08161542,0.85838866,0.010216938,0.0037767945,17,17
14283319511,0.006914378,0.0018996603,0.00097478717,0.0010861438,0.0033465545,0.0010767165,0.0007504929,0.0037133088,0.0018242797,0.00059302134,0.0022872859,0.004251997,0.0006755455,0.0012747727,0.0036889692,0.008243755,0.029433236,0.9179684,0.0077982745,0.0021984382,17,17
14338055447,0.90444493,0.06731806,0.0032887603,0.0007641165,0.0010116936,0.0014122557,0.0008467179,0.0014746413,0.002276498,0.0015242678,0.0009871763,0.0016329762,0.00079986814,0.0008808734,0.00095556607,0.0007476375,0.0008963301,0.0047751153,0.0034706176,0.000491973,0,0
